,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
13,11/6/21,17:30,Premier League,Matchweek 11,Sat,Home,D,1,1,Newcastle Utd,1.5,0.3,65,31267,Lewis Dunk,4-2-3-1,David Coote,Match Report,,13,4,17.9,0,1,1,2021,Brighton and Hove Albion
14,11/20/21,15:00,Premier League,Matchweek 12,Sat,Away,L,0,2,Aston Villa,0.4,0.7,62,41925,Lewis Dunk,3/5/02,Anthony Taylor,Match Report,,6,2,17.7,0,0,0,2021,Brighton and Hove Albion
15,11/27/21,17:30,Premier League,Matchweek 13,Sat,Home,D,0,0,Leeds United,2.1,0.6,57,31166,Lewis Dunk,4-2-3-1,Craig Pawson,Match Report,,20,4,16.6,0,0,0,2021,Brighton and Hove Albion
16,12/1/21,19:30,Premier League,Matchweek 14,Wed,Away,D,1,1,West Ham,1.3,1.3,65,59626,Lewis Dunk,4-2-3-1,Chris Kavanagh,Match Report,,9,3,16,1,0,0,2021,Brighton and Hove Albion
17,12/4/21,15:00,Premier League,Matchweek 15,Sat,Away,D,1,1,Southampton,1.6,1.6,56,28706,Shane Duffy,3/5/02,Anthony Taylor,Match Report,,14,4,18.7,1,0,0,2021,Brighton and Hove Albion
18,12/15/21,19:30,Premier League,Matchweek 17,Wed,Home,L,0,1,Wolves,1.2,1,59,30362,Dan Burn,4/3/03,Tony Harrington,Match Report,,12,2,17.8,2,0,0,2021,Brighton and Hove Albion
19,12/26/21,20:00,Premier League,Matchweek 19,Sun,Home,W,2,0,Brentford,0.8,0.7,50,30141,Adam Lallana,4-1-2-1-2◆,Darren England,Match Report,,15,5,21.7,3,0,0,2021,Brighton and Hove Albion
20,12/29/21,19:30,Premier League,Matchweek 20,Wed,Away,D,1,1,Chelsea,0.9,0.7,53,40080,Adam Lallana,3/4/03,Mike Dean,Match Report,,18,6,20.2,1,0,0,2021,Brighton and Hove Albion
21,1/2/22,14:00,Premier League,Matchweek 21,Sun,Away,W,3,2,Everton,1.7,1.6,50,38203,Adam Lallana,4/4/02,John Brooks,Match Report,,12,5,19.1,0,0,0,2021,Brighton and Hove Albion
23,1/14/22,20:00,Premier League,Matchweek 22,Fri,Home,D,1,1,Crystal Palace,2,0.2,63,30675,Adam Lallana,4-1-2-1-2◆,Robert Jones,Match Report,,18,3,18.2,0,0,1,2021,Brighton and Hove Albion
24,1/18/22,20:00,Premier League,Matchweek 24,Tue,Home,D,1,1,Chelsea,0.7,0.7,44,30880,Adam Webster,4-1-4-1,Kevin Friend,Match Report,,10,2,16.2,0,0,0,2021,Brighton and Hove Albion
25,1/23/22,14:00,Premier League,Matchweek 23,Sun,Away,D,1,1,Leicester City,1.1,1.4,56,31231,Adam Webster,4-1-2-1-2◆,Martin Atkinson,Match Report,,14,4,17.9,0,0,0,2021,Brighton and Hove Albion
27,2/12/22,15:00,Premier League,Matchweek 25,Sat,Away,W,2,0,Watford,1.6,0.5,64,20795,Lewis Dunk,3-1-4-2,Jonathan Moss,Match Report,,11,5,12.3,0,0,0,2021,Brighton and Hove Albion
28,2/15/22,20:15,Premier League,Matchweek 18,Tue,Away,L,0,2,Manchester Utd,0.7,1.7,50,73012,Lewis Dunk,4-1-2-1-2◆,Peter Bankes,Match Report,,10,3,18.9,0,0,0,2021,Brighton and Hove Albion
29,2/19/22,15:00,Premier League,Matchweek 26,Sat,Home,L,0,3,Burnley,0.6,0.7,68,30361,Adam Lallana,4/4/02,Kevin Friend,Match Report,,11,1,19.5,0,0,0,2021,Brighton and Hove Albion
30,2/26/22,15:00,Premier League,Matchweek 27,Sat,Home,L,0,2,Aston Villa,0.7,1,66,31475,Lewis Dunk,3/5/02,John Brooks,Match Report,,12,1,19.4,0,0,0,2021,Brighton and Hove Albion
31,3/5/22,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Newcastle Utd,1.5,1.7,68,52214,Lewis Dunk,4-1-2-1-2◆,Martin Atkinson,Match Report,,15,4,14.2,0,0,0,2021,Brighton and Hove Albion
32,3/12/22,12:30,Premier League,Matchweek 29,Sat,Home,L,0,2,Liverpool,0.5,2.2,52,31474,Lewis Dunk,4-2-3-1,Mike Dean,Match Report,,8,3,18.4,0,0,0,2021,Brighton and Hove Albion
33,3/16/22,19:30,Premier League,Matchweek 16,Wed,Home,L,0,2,Tottenham,0.7,2.2,48,31144,Lewis Dunk,4-2-3-1,Robert Jones,Match Report,,15,0,18.3,0,0,0,2021,Brighton and Hove Albion
34,4/2/22,15:00,Premier League,Matchweek 31,Sat,Home,D,0,0,Norwich City,2.8,0.4,63,31245,Lewis Dunk,3-4-1-2,Simon Hooper,Match Report,,30,4,18.7,1,0,1,2021,Brighton and Hove Albion
35,4/9/22,15:00,Premier League,Matchweek 32,Sat,Away,W,2,1,Arsenal,0.6,1.9,36,60112,Lewis Dunk,3/5/02,David Coote,Match Report,,8,3,23.1,0,0,0,2021,Brighton and Hove Albion
36,4/16/22,12:30,Premier League,Matchweek 33,Sat,Away,W,1,0,Tottenham,0.6,0.5,51,58685,Lewis Dunk,3/5/02,Craig Pawson,Match Report,,12,4,17,0,0,0,2021,Brighton and Hove Albion
37,4/20/22,20:00,Premier League,Matchweek 30,Wed,Away,L,0,3,Manchester City,0.2,1.3,35,52226,Lewis Dunk,3/5/02,Mike Dean,Match Report,,2,1,19,1,0,0,2021,Brighton and Hove Albion
38,4/24/22,14:00,Premier League,Matchweek 34,Sun,Home,D,2,2,Southampton,1.7,0.9,48,31335,Lewis Dunk,4-3-1-2,Robert Jones,Match Report,,8,5,11.4,0,0,0,2021,Brighton and Hove Albion
39,4/30/22,15:00,Premier League,Matchweek 35,Sat,Away,W,3,0,Wolves,2.6,0.7,51,31243,Lewis Dunk,3/4/03,Simon Hooper,Match Report,,15,8,21.4,0,1,2,2021,Brighton and Hove Albion
40,5/7/22,17:30,Premier League,Matchweek 36,Sat,Home,W,4,0,Manchester Utd,2.3,0.9,42,31637,Lewis Dunk,3/4/03,Andy Madley,Match Report,,17,5,15.9,0,0,0,2021,Brighton and Hove Albion
41,5/15/22,14:00,Premier League,Matchweek 37,Sun,Away,D,1,1,Leeds United,2.2,1.6,50,36638,Lewis Dunk,3/4/03,Mike Dean,Match Report,,15,6,14.3,0,0,0,2021,Brighton and Hove Albion
42,5/22/22,16:00,Premier League,Matchweek 38,Sun,Home,W,3,1,West Ham,1.6,0.2,50,31604,Lewis Dunk,4-3-2-1,Kevin Friend,Match Report,,18,7,16.4,0,0,0,2021,Brighton and Hove Albion
0,8/14/21,15:00,Premier League,Matchweek 1,Sat,Home,L,1,2,Brighton,1.5,1,37,16910,Ben Mee,4/4/02,David Coote,Match Report,,14,3,16.2,1,0,0,2021,Burnley
1,8/21/21,12:30,Premier League,Matchweek 2,Sat,Away,L,0,2,Liverpool,0.9,2.7,35,52591,Ben Mee,4/4/02,Mike Dean,Match Report,,9,3,15.3,0,0,0,2021,Burnley
3,8/29/21,14:00,Premier League,Matchweek 3,Sun,Home,D,1,1,Leeds United,1,1.2,36,20000,Ben Mee,4/4/02,Michael Oliver,Match Report,,12,3,16.5,0,0,0,2021,Burnley
4,9/13/21,20:00,Premier League,Matchweek 4,Mon,Away,L,1,3,Everton,1,1.4,48,30000,Ben Mee,4/4/02,Martin Atkinson,Match Report,,11,6,16.8,0,0,0,2021,Burnley
5,9/18/21,15:00,Premier League,Matchweek 5,Sat,Home,L,0,1,Arsenal,1,1.1,46,20000,Ben Mee,4/4/02,Anthony Taylor,Match Report,,18,3,15.4,0,0,0,2021,Burnley
7,9/25/21,15:00,Premier League,Matchweek 6,Sat,Away,D,2,2,Leicester City,0.5,2.4,34,31650,Ben Mee,4/4/02,Chris Kavanagh,Match Report,,9,3,22.7,1,0,0,2021,Burnley
8,10/2/21,15:00,Premier League,Matchweek 7,Sat,Home,D,0,0,Norwich City,1.2,0.6,56,17427,James Tarkowski,4/4/02,Kevin Friend,Match Report,,14,4,16.6,1,0,0,2021,Burnley
9,10/16/21,15:00,Premier League,Matchweek 8,Sat,Away,L,0,2,Manchester City,0.9,2.1,30,52711,James Tarkowski,4/4/02,Martin Atkinson,Match Report,,7,2,14.5,0,0,0,2021,Burnley
10,10/23/21,15:00,Premier League,Matchweek 9,Sat,Away,D,2,2,Southampton,0.7,1.6,39,29145,James Tarkowski,4/4/02,Chris Kavanagh,Match Report,,9,5,20.9,0,0,0,2021,Burnley
12,10/30/21,15:00,Premier League,Matchweek 10,Sat,Home,W,3,1,Brentford,2.3,0.8,41,18821,Ben Mee,4/4/02,Jonathan Moss,Match Report,,15,5,16.6,1,0,0,2021,Burnley
13,11/6/21,15:00,Premier League,Matchweek 11,Sat,Away,D,1,1,Chelsea,0.7,1.8,30,39798,Ben Mee,4/4/02,Andre Marriner,Match Report,,5,2,15.9,0,0,0,2021,Burnley
14,11/20/21,15:00,Premier League,Matchweek 12,Sat,Home,D,3,3,Crystal Palace,1.5,1.9,40,18028,Ben Mee,4/4/02,Simon Hooper,Match Report,,15,9,16.1,1,0,0,2021,Burnley
15,12/1/21,19:30,Premier League,Matchweek 14,Wed,Away,D,0,0,Wolves,0.2,0.7,35,30328,Ben Mee,4/4/02,John Brooks,Match Report,,6,1,21.3,0,0,0,2021,Burnley
16,12/4/21,15:00,Premier League,Matchweek 15,Sat,Away,L,0,1,Newcastle Utd,0.6,1,52,51948,James Tarkowski,4/4/02,Paul Tierney,Match Report,,10,1,18.8,2,0,0,2021,Burnley
17,12/12/21,14:00,Premier League,Matchweek 16,Sun,Home,D,0,0,West Ham,0.8,0.8,40,18065,Ben Mee,4/4/02,Graham Scott,Match Report,,9,1,15.2,0,0,0,2021,Burnley
18,12/30/21,20:15,Premier League,Matchweek 20,Thu,Away,L,1,3,Manchester Utd,1.1,2.4,43,73121,Ben Mee,4/4/02,Jonathan Moss,Match Report,,10,3,13.3,0,0,0,2021,Burnley
19,1/2/22,14:00,Premier League,Matchweek 21,Sun,Away,L,1,3,Leeds United,1,1.9,45,36083,Ben Mee,4/4/02,Paul Tierney,Match Report,,8,2,17.8,1,0,0,2021,Burnley
21,1/23/22,14:00,Premier League,Matchweek 23,Sun,Away,D,0,0,Arsenal,0.4,1.2,25,59255,Ben Mee,4/4/02,David Coote,Match Report,,10,1,21.2,0,0,0,2021,Burnley
22,2/5/22,18:00,Premier League,Matchweek 17,Sat,Home,D,0,0,Watford,0.6,0.8,53,19527,Ben Mee,4/4/02,Craig Pawson,Match Report,,13,2,19.5,1,0,0,2021,Burnley
23,2/8/22,20:00,Premier League,Matchweek 24,Tue,Home,D,1,1,Manchester Utd,0.4,1.8,37,21233,Ben Mee,4/4/02,Mike Dean,Match Report,,9,3,20.5,0,0,0,2021,Burnley
24,2/13/22,14:00,Premier League,Matchweek 25,Sun,Home,L,0,1,Liverpool,1.5,1.7,34,19563,Ben Mee,4/4/02,Martin Atkinson,Match Report,,8,5,19.3,0,0,0,2021,Burnley
25,2/19/22,15:00,Premier League,Matchweek 26,Sat,Away,W,3,0,Brighton,0.7,0.6,32,30361,Ben Mee,4/4/02,Kevin Friend,Match Report,,10,4,19.7,0,0,0,2021,Burnley
26,2/23/22,19:30,Premier League,Matchweek 13,Wed,Home,W,1,0,Tottenham,0.9,0.7,34,19488,Ben Mee,4/4/02,Graham Scott,Match Report,,15,4,17.3,0,0,0,2021,Burnley
27,2/26/22,15:00,Premier League,Matchweek 27,Sat,Away,D,1,1,Crystal Palace,0.2,1,41,24203,Ben Mee,4/4/02,Jonathan Moss,Match Report,,5,1,19.2,0,0,0,2021,Burnley
28,3/1/22,19:45,Premier League,Matchweek 22,Tue,Home,L,0,2,Leicester City,0.9,1.5,45,17825,Ben Mee,4/4/02,Chris Kavanagh,Match Report,,9,2,16.6,0,0,0,2021,Burnley
29,3/5/22,15:00,Premier League,Matchweek 28,Sat,Home,L,0,4,Chelsea,0.7,2.3,28,19439,James Tarkowski,4/4/02,Andre Marriner,Match Report,,6,0,17.2,1,0,0,2021,Burnley
30,3/12/22,15:00,Premier League,Matchweek 29,Sat,Away,L,0,2,Brentford,0.7,1.9,45,17088,James Tarkowski,4/4/02,Paul Tierney,Match Report,,7,1,21.4,1,0,0,2021,Burnley
31,4/2/22,15:00,Premier League,Matchweek 31,Sat,Home,L,0,2,Manchester City,0.1,1.8,24,21249,James Tarkowski,4/5/01,Craig Pawson,Match Report,,3,1,18.3,0,0,0,2021,Burnley
32,4/6/22,19:30,Premier League,Matchweek 19,Wed,Home,W,3,2,Everton,2,2.4,52,19830,James Tarkowski,4/4/02,Mike Dean,Match Report,,13,4,15.6,0,0,0,2021,Burnley
33,4/10/22,14:00,Premier League,Matchweek 32,Sun,Away,L,0,2,Norwich City,1.7,1.7,55,26361,James Tarkowski,4/4/02,Michael Oliver,Match Report,,18,3,17.4,1,0,0,2021,Burnley
34,4/17/22,14:15,Premier League,Matchweek 33,Sun,Away,D,1,1,West Ham,1.8,2.2,39,59958,James Tarkowski,4/4/02,Paul Tierney,Match Report,,8,1,16.4,0,0,1,2021,Burnley
35,4/21/22,19:45,Premier League,Matchweek 30,Thu,Home,W,2,0,Southampton,1.5,0.9,44,17384,James Tarkowski,4/4/02,Stuart Attwell,Match Report,,16,6,14.2,0,0,0,2021,Burnley
36,4/24/22,14:00,Premier League,Matchweek 34,Sun,Home,W,1,0,Wolves,1.4,0.6,36,19246,James Tarkowski,4/4/02,Anthony Taylor,Match Report,,14,5,18.8,0,0,0,2021,Burnley
37,4/30/22,15:00,Premier League,Matchweek 35,Sat,Away,W,2,1,Watford,1.6,1,53,20738,James Tarkowski,4/4/02,Craig Pawson,Match Report,,17,6,15.9,1,0,0,2021,Burnley
38,5/7/22,15:00,Premier League,Matchweek 36,Sat,Home,L,1,3,Aston Villa,1.9,2.1,49,20891,James Tarkowski,4/4/02,David Coote,Match Report,,14,6,16.4,0,0,0,2021,Burnley
39,5/15/22,12:00,Premier League,Matchweek 37,Sun,Away,L,0,1,Tottenham,0.7,2.2,32,61729,Jack Cork,5/3/02,Kevin Friend,Match Report,,8,1,15.4,0,0,0,2021,Burnley
40,5/19/22,20:00,Premier League,Matchweek 18,Thu,Away,D,1,1,Aston Villa,1.6,1.5,29,40468,James Tarkowski,5/3/02,Paul Tierney,Match Report,,9,3,17.2,0,1,1,2021,Burnley
41,5/22/22,16:00,Premier League,Matchweek 38,Sun,Home,L,1,2,Newcastle Utd,1.6,1.8,52,21361,James Tarkowski,4/4/02,Craig Pawson,Match Report,,12,4,15.7,1,0,0,2021,Burnley
1,8/14/21,15:00,Premier League,Matchweek 1,Sat,Home,W,3,0,Crystal Palace,0.7,0.2,62,38965,César Azpilicueta,3/4/03,Jonathan Moss,Match Report,,13,6,21,4,0,0,2021,Chelsea
2,8/22/21,16:30,Premier League,Matchweek 2,Sun,Away,W,2,0,Arsenal,3.1,0.3,65,58729,César Azpilicueta,3/4/03,Paul Tierney,Match Report,,22,5,16,0,0,0,2021,Chelsea
3,8/28/21,17:30,Premier League,Matchweek 3,Sat,Away,D,1,1,Liverpool,0.6,2.5,35,54000,César Azpilicueta,3/4/03,Anthony Taylor,Match Report,,6,3,12.5,0,0,0,2021,Chelsea
4,9/11/21,17:30,Premier League,Matchweek 4,Sat,Home,W,3,0,Aston Villa,1.3,1.2,57,39969,Marcos Alonso,3/4/03,Stuart Attwell,Match Report,,12,4,22.6,0,0,0,2021,Chelsea
6,9/19/21,16:30,Premier League,Matchweek 5,Sun,Away,W,3,0,Tottenham,2.1,0.5,53,60059,César Azpilicueta,3/4/03,Paul Tierney,Match Report,,20,9,14.5,0,0,0,2021,Chelsea
8,9/25/21,12:30,Premier League,Matchweek 6,Sat,Home,L,0,1,Manchester City,0.2,1.7,41,40036,César Azpilicueta,3/5/02,Michael Oliver,Match Report,,5,0,27.9,1,0,0,2021,Chelsea
10,10/2/21,15:00,Premier League,Matchweek 7,Sat,Home,W,3,1,Southampton,3.3,1.3,62,40109,César Azpilicueta,3/4/03,Martin Atkinson,Match Report,,20,9,12.8,0,0,0,2021,Chelsea
11,10/16/21,17:30,Premier League,Matchweek 8,Sat,Away,W,1,0,Brentford,0.3,1.4,55,16940,César Azpilicueta,3/5/02,Anthony Taylor,Match Report,,5,1,24.7,2,0,0,2021,Chelsea
13,10/23/21,12:30,Premier League,Matchweek 9,Sat,Home,W,7,0,Norwich City,3.1,0.1,62,40113,Jorginho,3/4/03,Andy Madley,Match Report,,22,12,19.8,0,1,1,2021,Chelsea
15,10/30/21,15:00,Premier League,Matchweek 10,Sat,Away,W,3,0,Newcastle Utd,2.2,0.2,79,52208,Jorginho,3/4/03,Paul Tierney,Match Report,,18,5,20.5,1,1,1,2021,Chelsea
17,11/6/21,15:00,Premier League,Matchweek 11,Sat,Home,D,1,1,Burnley,1.8,0.7,70,39798,Jorginho,3-4-1-2,Andre Marriner,Match Report,,25,4,16,0,0,0,2021,Chelsea
18,11/20/21,12:30,Premier League,Matchweek 12,Sat,Away,W,3,0,Leicester City,2,0.4,61,35497,Jorginho,3/4/03,Paul Tierney,Match Report,,16,7,16.7,2,0,0,2021,Chelsea
20,11/28/21,16:30,Premier League,Matchweek 13,Sun,Home,D,1,1,Manchester Utd,2.7,0.9,65,40041,Jorginho,3/4/03,Anthony Taylor,Match Report,,23,5,16.8,0,1,1,2021,Chelsea
21,12/1/21,19:30,Premier League,Matchweek 14,Wed,Away,W,2,1,Watford,0.9,1,49,20388,César Azpilicueta,3/4/03,David Coote,Match Report,,8,4,15.1,0,0,0,2021,Chelsea
22,12/4/21,12:30,Premier League,Matchweek 15,Sat,Away,L,2,3,West Ham,1.1,1.8,63,59942,Jorginho,3/4/03,Andre Marriner,Match Report,,19,7,17.5,0,0,0,2021,Chelsea
24,12/11/21,15:00,Premier League,Matchweek 16,Sat,Home,W,3,2,Leeds United,2.5,1.4,57,39959,César Azpilicueta,3/4/03,Chris Kavanagh,Match Report,,14,4,20,2,2,2,2021,Chelsea
25,12/16/21,19:45,Premier League,Matchweek 17,Thu,Home,D,1,1,Everton,2.9,0.6,80,13933,César Azpilicueta,3/4/03,Michael Oliver,Match Report,,23,10,14.7,2,0,0,2021,Chelsea
26,12/19/21,14:00,Premier League,Matchweek 18,Sun,Away,D,0,0,Wolves,0.9,0.2,63,30631,César Azpilicueta,3/4/03,David Coote,Match Report,,8,1,14.9,0,0,0,2021,Chelsea
28,12/26/21,17:30,Premier League,Matchweek 19,Sun,Away,W,3,1,Aston Villa,2.6,0.4,58,41907,Jorginho,3/4/03,Martin Atkinson,Match Report,,8,2,17.6,1,2,2,2021,Chelsea
29,12/29/21,19:30,Premier League,Matchweek 20,Wed,Home,D,1,1,Brighton,0.7,0.9,47,40080,César Azpilicueta,3/4/03,Mike Dean,Match Report,,11,5,13.6,0,0,0,2021,Chelsea
30,1/2/22,16:30,Premier League,Matchweek 21,Sun,Home,D,2,2,Liverpool,1.2,1.3,54,40072,César Azpilicueta,3/4/03,Anthony Taylor,Match Report,,15,6,18,3,0,0,2021,Chelsea
34,1/15/22,12:30,Premier League,Matchweek 22,Sat,Away,L,0,1,Manchester City,0.3,1,44,53319,César Azpilicueta,3/4/03,Craig Pawson,Match Report,,4,1,19.1,0,0,0,2021,Chelsea
35,1/18/22,20:00,Premier League,Matchweek 24,Tue,Away,D,1,1,Brighton,0.7,0.7,56,30880,César Azpilicueta,4-2-2-2,Kevin Friend,Match Report,,15,3,21.1,1,0,0,2021,Chelsea
36,1/23/22,16:30,Premier League,Matchweek 23,Sun,Home,W,2,0,Tottenham,1.2,0.5,64,40020,César Azpilicueta,4/3/03,Paul Tierney,Match Report,,15,7,15.9,0,0,0,2021,Chelsea
38,2/19/22,15:00,Premier League,Matchweek 26,Sat,Away,W,1,0,Crystal Palace,0.9,0.5,58,25109,Jorginho,4/3/03,David Coote,Match Report,,9,3,17,1,0,0,2021,Chelsea
42,3/5/22,15:00,Premier League,Matchweek 28,Sat,Away,W,4,0,Burnley,2.3,0.7,72,19439,Jorginho,3/4/03,Andre Marriner,Match Report,,11,5,18.1,0,0,0,2021,Chelsea
43,3/10/22,19:30,Premier League,Matchweek 30,Thu,Away,W,3,1,Norwich City,1.8,1,66,26684,César Azpilicueta,3/4/03,Martin Atkinson,Match Report,,15,7,12.7,1,0,0,2021,Chelsea
44,3/13/22,14:00,Premier League,Matchweek 29,Sun,Home,W,1,0,Newcastle Utd,1.1,0.3,71,40026,Jorginho,4/3/03,David Coote,Match Report,,8,3,16.4,1,0,0,2021,Chelsea
47,4/2/22,15:00,Premier League,Matchweek 31,Sat,Home,L,1,4,Brentford,1.3,1.8,70,39061,César Azpilicueta,4/3/03,Andy Madley,Match Report,,21,8,20.1,0,0,0,2021,Chelsea
49,4/9/22,15:00,Premier League,Matchweek 32,Sat,Away,W,6,0,Southampton,4.2,0.5,70,31359,N'Golo Kanté,3-4-1-2,Kevin Friend,Match Report,,24,14,15.3,0,0,0,2021,Chelsea
52,4/20/22,19:45,Premier League,Matchweek 25,Wed,Home,L,2,4,Arsenal,0.7,2,67,32249,César Azpilicueta,3-4-1-2,Jonathan Moss,Match Report,,11,2,15.9,0,0,0,2021,Chelsea
53,4/24/22,14:00,Premier League,Matchweek 34,Sun,Home,W,1,0,West Ham,3,0.5,66,32231,César Azpilicueta,3-4-1-2,Michael Oliver,Match Report,,25,4,19,0,0,1,2021,Chelsea
54,4/28/22,19:45,Premier League,Matchweek 37,Thu,Away,D,1,1,Manchester Utd,1.9,0.5,64,73564,César Azpilicueta,3-4-1-2,Mike Dean,Match Report,,21,6,17.4,0,0,0,2021,Chelsea
55,5/1/22,14:00,Premier League,Matchweek 35,Sun,Away,L,0,1,Everton,0.8,0.8,77,39256,César Azpilicueta,3-4-1-2,Kevin Friend,Match Report,,17,5,17.9,0,0,0,2021,Chelsea
56,5/7/22,15:00,Premier League,Matchweek 36,Sat,Home,D,2,2,Wolves,1.7,2,59,32190,César Azpilicueta,3-4-1-2,Peter Bankes,Match Report,,18,5,18.2,2,1,1,2021,Chelsea
57,5/11/22,19:30,Premier League,Matchweek 33,Wed,Away,W,3,0,Leeds United,1.3,0.4,67,36549,Jorginho,3/4/03,Anthony Taylor,Match Report,,17,3,16.9,0,0,0,2021,Chelsea
59,5/19/22,20:00,Premier League,Matchweek 27,Thu,Home,D,1,1,Leicester City,1.6,0.1,67,31478,Jorginho,3/4/03,Stuart Attwell,Match Report,,20,7,20,2,0,0,2021,Chelsea
60,5/22/22,16:00,Premier League,Matchweek 38,Sun,Home,W,2,1,Watford,2.2,0.6,71,32089,César Azpilicueta,3/4/03,Mike Dean,Match Report,,19,8,16.9,0,0,0,2021,Chelsea
0,8/14/21,15:00,Premier League,Matchweek 1,Sat,Away,L,0,3,Chelsea,0.2,0.7,38,38965,James McArthur,4/4/02,Jonathan Moss,Match Report,,4,1,10.8,0,0,0,2021,Crystal Palace
1,8/21/21,15:00,Premier League,Matchweek 2,Sat,Home,D,0,0,Brentford,0.5,0.9,53,23091,James McArthur,4/3/03,Martin Atkinson,Match Report,,7,2,15.9,0,0,0,2021,Crystal Palace
3,8/28/21,15:00,Premier League,Matchweek 3,Sat,Away,D,2,2,West Ham,1.1,1.3,53,59751,James McArthur,4/3/03,Stuart Attwell,Match Report,,9,2,15.2,0,0,0,2021,Crystal Palace
4,9/11/21,12:30,Premier League,Matchweek 4,Sat,Home,W,3,0,Tottenham,2.1,0.1,62,26000,James McArthur,4/3/03,Jonathan Moss,Match Report,,17,3,17.5,1,1,1,2021,Crystal Palace
5,9/18/21,15:00,Premier League,Matchweek 5,Sat,Away,L,0,3,Liverpool,0.6,3.1,41,52000,James McArthur,4/3/03,Andy Madley,Match Report,,13,2,19,1,0,0,2021,Crystal Palace
6,9/27/21,20:00,Premier League,Matchweek 6,Mon,Home,D,1,1,Brighton,1.4,0.8,47,22975,Luka Milivojević,4/3/03,Andre Marriner,Match Report,,7,2,24.1,1,1,1,2021,Crystal Palace
7,10/3/21,14:00,Premier League,Matchweek 7,Sun,Home,D,2,2,Leicester City,1.5,1.2,60,25000,Luka Milivojević,4/3/03,Anthony Taylor,Match Report,,18,4,15.3,0,0,0,2021,Crystal Palace
8,10/18/21,20:00,Premier League,Matchweek 8,Mon,Away,D,2,2,Arsenal,0.7,1.7,46,59475,Luka Milivojević,4-2-3-1,Mike Dean,Match Report,,9,6,21.4,0,0,0,2021,Crystal Palace
9,10/23/21,15:00,Premier League,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,1.9,0.3,74,24609,Luka Milivojević,4/3/03,Darren England,Match Report,,15,3,15.6,0,0,0,2021,Crystal Palace
10,10/30/21,15:00,Premier League,Matchweek 10,Sat,Away,W,2,0,Manchester City,0.7,0.7,32,53014,James McArthur,4/3/03,Andre Marriner,Match Report,,8,3,15.3,0,0,0,2021,Crystal Palace
11,11/6/21,15:00,Premier League,Matchweek 11,Sat,Home,W,2,0,Wolves,1.9,0.3,60,24390,James McArthur,4/3/03,Graham Scott,Match Report,,13,6,13.2,0,0,0,2021,Crystal Palace
12,11/20/21,15:00,Premier League,Matchweek 12,Sat,Away,D,3,3,Burnley,1.9,1.5,60,18028,Luka Milivojević,4/3/03,Simon Hooper,Match Report,,18,8,16.4,1,0,0,2021,Crystal Palace
13,11/27/21,15:00,Premier League,Matchweek 13,Sat,Home,L,1,2,Aston Villa,1,0.5,64,25203,Luka Milivojević,4-2-3-1,Michael Salisbury,Match Report,,8,3,13.9,0,0,0,2021,Crystal Palace
14,11/30/21,20:15,Premier League,Matchweek 14,Tue,Away,L,0,1,Leeds United,1.1,1.4,39,35558,Joel Ward,4/3/03,Kevin Friend,Match Report,,9,1,18.1,1,0,0,2021,Crystal Palace
15,12/5/21,14:00,Premier League,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,0.5,0.9,39,73172,Wilfried Zaha,4/3/03,Craig Pawson,Match Report,,8,2,19.2,0,0,0,2021,Crystal Palace
16,12/12/21,16:30,Premier League,Matchweek 16,Sun,Home,W,3,1,Everton,1.8,1,61,24066,Joel Ward,4/3/03,Andy Madley,Match Report,,17,6,16.8,1,0,0,2021,Crystal Palace
17,12/15/21,19:30,Premier League,Matchweek 17,Wed,Home,D,2,2,Southampton,1.2,0.6,59,22861,Joel Ward,4/3/03,Simon Hooper,Match Report,,9,6,10.9,0,0,0,2021,Crystal Palace
18,12/26/21,15:00,Premier League,Matchweek 19,Sun,Away,L,0,3,Tottenham,0.2,2.3,40,40539,Joel Ward,4/3/03,Jonathan Moss,Match Report,,4,0,17.7,0,0,0,2021,Crystal Palace
19,12/28/21,15:00,Premier League,Matchweek 20,Tue,Home,W,3,0,Norwich City,1.9,0.9,51,24433,Joel Ward,4/3/03,Paul Tierney,Match Report,,18,5,13.3,0,1,1,2021,Crystal Palace
20,1/1/22,17:30,Premier League,Matchweek 21,Sat,Home,L,2,3,West Ham,2.4,2.2,62,24351,Luka Milivojević,4/3/03,Darren England,Match Report,,22,6,15.8,2,0,0,2021,Crystal Palace
22,1/14/22,20:00,Premier League,Matchweek 22,Fri,Away,D,1,1,Brighton,0.2,2,37,30675,Joel Ward,4/3/03,Robert Jones,Match Report,,3,1,22.2,0,0,0,2021,Crystal Palace
23,1/23/22,14:00,Premier League,Matchweek 23,Sun,Home,L,1,3,Liverpool,2.2,1.9,43,25002,Joel Ward,4/3/03,Kevin Friend,Match Report,,8,5,12.2,0,0,0,2021,Crystal Palace
25,2/9/22,19:45,Premier League,Matchweek 24,Wed,Away,D,1,1,Norwich City,1.3,0.4,70,26652,Joel Ward,4/3/03,Paul Tierney,Match Report,,12,5,22.3,1,0,1,2021,Crystal Palace
